Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6MNVXCCvHKUmGvEhJerySY,"67nwj3Y5sZQLl72VNUHEYE","Winter Wars","Winter Wars","Wale",2018-12-21,221353,30,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-08T03:18:34Z,"dance pop,gangster rap,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.55,0.802,1,-5.563,1,0.419,0.701,0,0.298,0.789,89.853,4
6DlrQcvUO7lg5vKgMZmG7F,"6U3ybJ9UHNKEdsH7ktGBZ7","Mounted Up","DiCaprio 2","JID",2018-11-26,182582,45,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-08T03:18:44Z,"hip hop,rap,underground hip hop",0.741,0.606,8,-7.833,1,0.253,0.0195,0.000333,0.337,0.455,108.126,5
2fU2TSb3bghWYkPFuqgSkr,"6U3ybJ9UHNKEdsH7ktGBZ7","Just Da Other Day","DiCaprio 2","JID",2018-11-26,229045,49,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-08T03:18:54Z,"hip hop,rap,underground hip hop",0.821,0.529,1,-6.924,1,0.18,0.0904,0.00000173,0.162,0.0622,98.555,4
1R6VwZ8TuHRzxZUxe88n4I,"17lzZA2AlOHwCwFALHttmp,66CXWjxzNUsdJxJ2JdwvnR","Rule The World (feat. Ariana Grande)","Rap Or Go To The League","2 Chainz,Ariana Grande",2019-03-01,245893,58,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-08T03:23:23Z,"atl hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,dance pop,pop,post-teen pop",0.592,0.584,8,-6.232,0,0.0893,0.158,0.00000263,0.132,0.447,88.073,4
4dTiQezDWmEOWcdCbWVWMp,"5IcR3N7QB1j6KBL8eImZ8m","Numb Numb Juice","Numb Numb Juice","ScHoolboy Q",2019-03-14,114973,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-08T03:23:40Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",0.886,0.47,6,-7.756,0,0.458,0.00122,0.0000336,0.121,0.184,156.997,4
11QvWp3CsEPd0YLE6xKGyx,"67nwj3Y5sZQLl72VNUHEYE,6l3HvQ5sa6mXTsMTB19rO5","My Boy (feat. J. Cole) - Freestyle","Free Lunch","Wale,J. Cole",2018-09-14,269657,53,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-08T03:24:27Z,"dance pop,gangster rap,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,conscious hip hop,north carolina hip hop",0.814,0.737,7,-4.826,1,0.259,0.197,0,0.0954,0.461,171.687,4
6BKAKoo7J2vwJGZJs5dhGD,"5IcR3N7QB1j6KBL8eImZ8m","CrasH","CrasH Talk","ScHoolboy Q",2019-04-26,161480,61,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-08T04:00:07Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",0.825,0.644,1,-6.001,1,0.175,0.0311,0,0.086,0.79,132.019,4
7qcxGQNLJup67pQwTKsR8E,"5XenQ7XfcvQdfIbpLEFaKQ,3JoDRslbRb7yUqBktkRbrt","Roll Call (feat. Mya)","At What Cost","GoldLink,Mya",2017-03-24,200327,40,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-21T03:17:00Z,"alternative r&b,dmv rap,hip hop,indie soul,r&b,rap,underground hip hop",0.637,0.733,11,-6.052,0,0.296,0.222,0,0.0428,0.848,119.407,4
35Rbqn962gEydsN1VKOC3T,"5usbqiU7sjvszjWecANDL6,6U3ybJ9UHNKEdsH7ktGBZ7","Soho (feat. JID)","Everythings For Sale","WESTSIDE BOOGIE,JID",2019-01-25,133306,52,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-01-21T03:17:29Z,"hip hop,rap,underground hip hop",0.792,0.603,5,-7.216,0,0.362,0.252,0,0.08,0.515,137.088,4
